i,j,k,x_um,y_um,z_um,pressure,temperature,liquid_fraction,fill_level,ux,uy,uz,vmag
7,43,40,26.25,161.25,150.00,-2.47733350e+03,3.00062653e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,43,40,30.00,161.25,150.00,-2.47733350e+03,3.00082336e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,43,40,33.75,161.25,150.00,-2.47733350e+03,3.00105988e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,43,40,37.50,161.25,150.00,-2.47733350e+03,3.00133301e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,43,40,41.25,161.25,150.00,-2.47733350e+03,3.00164246e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,43,40,45.00,161.25,150.00,-2.47733350e+03,3.00197968e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,43,40,48.75,161.25,150.00,-2.47733350e+03,3.00233490e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,43,40,52.50,161.25,150.00,-2.47733350e+03,3.00269196e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,43,40,56.25,161.25,150.00,-2.47733350e+03,3.00303833e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,43,40,60.00,161.25,150.00,-2.47733350e+03,3.00335571e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,43,40,63.75,161.25,150.00,-2.47733350e+03,3.00362305e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,43,40,67.50,161.25,150.00,-2.47733350e+03,3.00382690e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,43,40,71.25,161.25,150.00,-2.47733350e+03,3.00395569e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,43,40,75.00,161.25,150.00,-2.47733350e+03,3.00399902e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,43,40,78.75,161.25,150.00,-2.47733350e+03,3.00395569e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,43,40,82.50,161.25,150.00,-2.47733350e+03,3.00382690e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,43,40,86.25,161.25,150.00,-2.47733350e+03,3.00362305e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,43,40,90.00,161.25,150.00,-2.47733350e+03,3.00335571e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,43,40,93.75,161.25,150.00,-2.47733350e+03,3.00303833e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,43,40,97.50,161.25,150.00,-2.47733350e+03,3.00269287e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,43,40,101.25,161.25,150.00,-2.47733350e+03,3.00233521e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,43,40,105.00,161.25,150.00,-2.47733350e+03,3.00198029e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,43,40,108.75,161.25,150.00,-2.47733350e+03,3.00164246e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,43,40,112.50,161.25,150.00,-2.47733350e+03,3.00133270e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,43,40,116.25,161.25,150.00,-2.47733350e+03,3.00105896e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,43,40,120.00,161.25,150.00,-2.47733350e+03,3.00082336e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,43,40,123.75,161.25,150.00,-2.47733350e+03,3.00062683e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,43,40,127.50,161.25,150.00,-2.47733350e+03,3.00046753e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,43,40,131.25,161.25,150.00,-2.47733350e+03,3.00034180e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,43,40,135.00,161.25,150.00,-2.47733350e+03,3.00024384e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,43,40,138.75,161.25,150.00,-2.47733350e+03,3.00017090e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,43,40,142.50,161.25,150.00,-2.47733350e+03,3.00011993e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,43,40,146.25,161.25,150.00,-2.47733350e+03,3.00009094e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,44,40,0.00,165.00,150.00,-2.47733350e+03,3.00005676e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,44,40,3.75,165.00,150.00,-2.47733350e+03,3.00007507e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,44,40,7.50,165.00,150.00,-2.47733350e+03,3.00010986e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,44,40,11.25,165.00,150.00,-2.47733350e+03,3.00015900e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,44,40,15.00,165.00,150.00,-2.47733350e+03,3.00022644e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,44,40,18.75,165.00,150.00,-2.47733350e+03,3.00031647e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,44,40,22.50,165.00,150.00,-2.47733350e+03,3.00043243e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,44,40,26.25,165.00,150.00,-2.47733350e+03,3.00058014e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,44,40,30.00,165.00,150.00,-2.47733350e+03,3.00076294e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,44,40,33.75,165.00,150.00,-2.47733350e+03,3.00098083e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,44,40,37.50,165.00,150.00,-2.47733350e+03,3.00123505e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,44,40,41.25,165.00,150.00,-2.47733350e+03,3.00152100e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,44,40,45.00,165.00,150.00,-2.47733350e+03,3.00183350e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,44,40,48.75,165.00,150.00,-2.47733350e+03,3.00216156e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,44,40,52.50,165.00,150.00,-2.47733350e+03,3.00249298e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,44,40,56.25,165.00,150.00,-2.47733350e+03,3.00281403e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,44,40,60.00,165.00,150.00,-2.47733350e+03,3.00310638e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,44,40,63.75,165.00,150.00,-2.47733350e+03,3.00335419e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,44,40,67.50,165.00,150.00,-2.47733350e+03,3.00354370e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,44,40,71.25,165.00,150.00,-2.47733350e+03,3.00366211e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,44,40,75.00,165.00,150.00,-2.47733350e+03,3.00370239e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,44,40,78.75,165.00,150.00,-2.47733350e+03,3.00366211e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,44,40,82.50,165.00,150.00,-2.47733350e+03,3.00354370e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,44,40,86.25,165.00,150.00,-2.47733350e+03,3.00335571e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,44,40,90.00,165.00,150.00,-2.47733350e+03,3.00310638e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,44,40,93.75,165.00,150.00,-2.47733350e+03,3.00281403e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,44,40,97.50,165.00,150.00,-2.47733350e+03,3.00249298e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,44,40,101.25,165.00,150.00,-2.47733350e+03,3.00216156e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,44,40,105.00,165.00,150.00,-2.47733350e+03,3.00183380e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,44,40,108.75,165.00,150.00,-2.47733350e+03,3.00152130e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,44,40,112.50,165.00,150.00,-2.47733350e+03,3.00123413e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,44,40,116.25,165.00,150.00,-2.47733350e+03,3.00098022e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,44,40,120.00,165.00,150.00,-2.47733350e+03,3.00076263e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,44,40,123.75,165.00,150.00,-2.47733350e+03,3.00058105e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,44,40,127.50,165.00,150.00,-2.47733350e+03,3.00043335e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,44,40,131.25,165.00,150.00,-2.47733350e+03,3.00031677e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,44,40,135.00,165.00,150.00,-2.47733350e+03,3.00022675e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,44,40,138.75,165.00,150.00,-2.47733350e+03,3.00015839e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,44,40,142.50,165.00,150.00,-2.47733350e+03,3.00011047e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,44,40,146.25,165.00,150.00,-2.47733350e+03,3.00008453e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,45,40,0.00,168.75,150.00,-2.47733350e+03,3.00005188e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,45,40,3.75,168.75,150.00,-2.47733350e+03,3.00006897e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,45,40,7.50,168.75,150.00,-2.47733350e+03,3.00009979e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,45,40,11.25,168.75,150.00,-2.47733350e+03,3.00014496e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,45,40,15.00,168.75,150.00,-2.47733350e+03,3.00020569e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,45,40,18.75,168.75,150.00,-2.47733350e+03,3.00028717e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,45,40,22.50,168.75,150.00,-2.47733350e+03,3.00039215e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,45,40,26.25,168.75,150.00,-2.47733350e+03,3.00052551e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,45,40,30.00,168.75,150.00,-2.47733350e+03,3.00069061e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,45,40,33.75,168.75,150.00,-2.47733350e+03,3.00088867e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,45,40,37.50,168.75,150.00,-2.47733350e+03,3.00111877e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,45,40,41.25,168.75,150.00,-2.47733350e+03,3.00137787e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,45,40,45.00,168.75,150.00,-2.47733350e+03,3.00166077e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,45,40,48.75,168.75,150.00,-2.47733350e+03,3.00195831e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,45,40,52.50,168.75,150.00,-2.47733350e+03,3.00225861e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,45,40,56.25,168.75,150.00,-2.47733350e+03,3.00254913e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,45,40,60.00,168.75,150.00,-2.47733350e+03,3.00281403e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,45,40,63.75,168.75,150.00,-2.47733350e+03,3.00303864e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,45,40,67.50,168.75,150.00,-2.47733350e+03,3.00320984e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,45,40,71.25,168.75,150.00,-2.47733350e+03,3.00331787e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,45,40,75.00,168.75,150.00,-2.47733350e+03,3.00335358e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,45,40,78.75,168.75,150.00,-2.47733350e+03,3.00331787e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,45,40,82.50,168.75,150.00,-2.47733350e+03,3.00320984e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,45,40,86.25,168.75,150.00,-2.47733350e+03,3.00303833e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,45,40,90.00,168.75,150.00,-2.47733350e+03,3.00281281e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,45,40,93.75,168.75,150.00,-2.47733350e+03,3.00254822e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,45,40,97.50,168.75,150.00,-2.47733350e+03,3.00225861e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,45,40,101.25,168.75,150.00,-2.47733350e+03,3.00195831e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,45,40,105.00,168.75,150.00,-2.47733350e+03,3.00166107e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,45,40,108.75,168.75,150.00,-2.47733350e+03,3.00137817e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,45,40,112.50,168.75,150.00,-2.47733350e+03,3.00111938e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,45,40,116.25,168.75,150.00,-2.47733350e+03,3.00088837e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,45,40,120.00,168.75,150.00,-2.47733350e+03,3.00069092e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,45,40,123.75,168.75,150.00,-2.47733350e+03,3.00052643e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,45,40,127.50,168.75,150.00,-2.47733350e+03,3.00039215e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,45,40,131.25,168.75,150.00,-2.47733350e+03,3.00028687e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,45,40,135.00,168.75,150.00,-2.47733350e+03,3.00020569e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,45,40,138.75,168.75,150.00,-2.47733350e+03,3.00014404e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,45,40,142.50,168.75,150.00,-2.47733350e+03,3.00010010e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,45,40,146.25,168.75,150.00,-2.47733350e+03,3.00007599e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
0,46,40,0.00,172.50,150.00,-2.47733350e+03,3.00004700e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
1,46,40,3.75,172.50,150.00,-2.47733350e+03,3.00006195e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
2,46,40,7.50,172.50,150.00,-2.47733350e+03,3.00008850e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
3,46,40,11.25,172.50,150.00,-2.47733350e+03,3.00012817e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
4,46,40,15.00,172.50,150.00,-2.47733350e+03,3.00018280e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
5,46,40,18.75,172.50,150.00,-2.47733350e+03,3.00025421e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
6,46,40,22.50,172.50,150.00,-2.47733350e+03,3.00034760e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
7,46,40,26.25,172.50,150.00,-2.47733350e+03,3.00046631e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
8,46,40,30.00,172.50,150.00,-2.47733350e+03,3.00061249e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
9,46,40,33.75,172.50,150.00,-2.47733350e+03,3.00078766e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
10,46,40,37.50,172.50,150.00,-2.47733350e+03,3.00099182e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
11,46,40,41.25,172.50,150.00,-2.47733350e+03,3.00122131e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
12,46,40,45.00,172.50,150.00,-2.47733350e+03,3.00147186e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
13,46,40,48.75,172.50,150.00,-2.47733350e+03,3.00173584e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
14,46,40,52.50,172.50,150.00,-2.47733350e+03,3.00200256e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
15,46,40,56.25,172.50,150.00,-2.47733350e+03,3.00225830e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,46,40,60.00,172.50,150.00,-2.47733350e+03,3.00249298e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,46,40,63.75,172.50,150.00,-2.47733350e+03,3.00269287e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,46,40,67.50,172.50,150.00,-2.47733350e+03,3.00284424e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,46,40,71.25,172.50,150.00,-2.47733350e+03,3.00294006e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,46,40,75.00,172.50,150.00,-2.47733350e+03,3.00297272e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,46,40,78.75,172.50,150.00,-2.47733350e+03,3.00294006e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,46,40,82.50,172.50,150.00,-2.47733350e+03,3.00284454e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,46,40,86.25,172.50,150.00,-2.47733350e+03,3.00269287e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,46,40,90.00,172.50,150.00,-2.47733350e+03,3.00249298e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,46,40,93.75,172.50,150.00,-2.47733350e+03,3.00225830e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,46,40,97.50,172.50,150.00,-2.47733350e+03,3.00200134e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,46,40,101.25,172.50,150.00,-2.47733350e+03,3.00173584e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,46,40,105.00,172.50,150.00,-2.47733350e+03,3.00147217e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,46,40,108.75,172.50,150.00,-2.47733350e+03,3.00122131e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,46,40,112.50,172.50,150.00,-2.47733350e+03,3.00099182e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,46,40,116.25,172.50,150.00,-2.47733350e+03,3.00078766e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,46,40,120.00,172.50,150.00,-2.47733350e+03,3.00061279e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,46,40,123.75,172.50,150.00,-2.47733350e+03,3.00046753e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,46,40,127.50,172.50,150.00,-2.47733350e+03,3.00034729e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,46,40,131.25,172.50,150.00,-2.47733350e+03,3.00025391e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,46,40,135.00,172.50,150.00,-2.47733350e+03,3.00018280e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,46,40,138.75,172.50,150.00,-2.47733350e+03,3.00012787e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,46,40,142.50,172.50,150.00,-2.47733350e+03,3.00008972e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,46,40,146.25,172.50,150.00,-2.47733350e+03,3.00006775e+02,0.00000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
