i,j,fl,pressure,ux,uy,vmag
15,23,1.00000000e+00,-5.24520874e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00
16,23,1.00000000e+00,3.98556404e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00
17,23,1.00000000e+00,1.32163375e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
18,23,1.00000000e+00,2.24232674e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
19,23,1.00000000e+00,3.16143036e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
20,23,1.00000000e+00,4.07417625e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
21,23,1.00000000e+00,4.97659086e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
22,23,1.00000000e+00,5.84046065e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
23,23,1.00000000e+00,6.58154488e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
24,23,5.00000007e-02,7.03175901e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
25,23,5.00000007e-02,7.18951225e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
26,23,5.00000007e-02,7.22328841e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
27,23,5.00000007e-02,7.21772551e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
28,23,5.00000007e-02,7.20143318e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
29,23,5.00000007e-02,7.17997551e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,23,5.00000007e-02,7.15494156e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,23,5.00000007e-02,7.12911307e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,23,5.00000007e-02,7.10368156e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,23,5.00000007e-02,7.07785308e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,23,5.00000007e-02,7.05242157e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,23,5.00000007e-02,7.02659308e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,23,5.00000007e-02,7.00036704e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,23,5.00000007e-02,6.97493553e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,23,5.00000007e-02,6.94791495e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,23,5.00000007e-02,6.91811263e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
40,23,5.00000007e-02,6.88433647e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
41,23,5.00000007e-02,6.84221624e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
42,23,5.00000007e-02,6.78777695e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
43,23,5.00000007e-02,6.71307265e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
44,23,5.00000007e-02,6.60260557e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
45,23,5.00000007e-02,6.40710234e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
46,23,5.00000007e-02,6.00576401e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
47,23,5.00000007e-02,5.30560850e-04,0.00000000e+00,0.00000000e+00,0.00000000e+00
